season,stateoc,agecat,osh,rcu,pi
6,IA,3,1,269,21
6,IA,4,0,522,96
6,IA,4,1,964,55
6,IA,5,0,2775,563
6,IA,5,1,6889,583
6,ID,1,0,6,0
6,ID,1,1,7,0
6,ID,2,0,5,0
6,ID,2,1,6,0
6,ID,3,0,71,11
6,ID,3,1,120,7
6,ID,4,0,257,47
6,ID,4,1,456,17
6,ID,5,0,1031,216
6,ID,5,1,3036,215
6,IL,1,0,58,4
6,IL,1,1,32,12
6,IL,2,0,26,5
6,IL,2,1,23,3
6,IL,3,0,654,127
6,IL,3,1,934,44
6,IL,4,0,2346,454
6,IL,4,1,3587,145
6,IL,5,0,10388,2188
6,IL,5,1,20651,1342
6,IN,1,0,53,6
6,IN,1,1,12,5
6,IN,2,0,25,8
6,IN,2,1,9,2
6,IN,3,0,505,93
6,IN,3,1,655,41
6,IN,4,0,1870,333
6,IN,4,1,2452,98
6,IN,5,0,6837,1367
6,IN,5,1,13041,931
6,KS,1,0,8,0
6,KS,1,1,4,1
6,KS,2,0,5,1
6,KS,2,1,8,0
6,KS,3,0,129,25
6,KS,3,1,218,7
6,KS,4,0,503,71
6,KS,4,1,916,47
6,KS,5,0,2267,478
6,KS,5,1,5476,438
6,KY,1,0,24,3
6,KY,1,1,15,5
6,KY,2,0,4,4
6,KY,2,1,10,3
6,KY,3,0,445,91
6,KY,3,1,589,22
6,KY,4,0,1443,313
6,KY,4,1,2037,63
6,KY,5,0,5338,1412
6,KY,5,1,8640,618
6,LA,1,0,42,8
6,LA,1,1,22,6
6,LA,2,0,12,3
6,LA,2,1,9,2
6,LA,3,0,353,41
6,LA,3,1,581,33
6,LA,4,0,1272,176
6,LA,4,1,1919,67
6,LA,5,0,4062,764
6,LA,5,1,7536,251
6,MA,1,0,29,4
6,MA,1,1,8,1
6,MA,2,0,18,4
6,MA,2,1,11,1
6,MA,3,0,341,55
6,MA,3,1,378,27
6,MA,4,0,1224,248
6,MA,4,1,1526,52
6,MA,5,0,6343,1511
6,MA,5,1,11845,990
6,MD,1,0,23,2
6,MD,1,1,15,6
6,MD,2,0,8,1
6,MD,2,1,11,2
6,MD,3,0,306,71
6,MD,3,1,532,35
6,MD,4,0,939,218
6,MD,4,1,1772,54
6,MD,5,0,3871,1027
6,MD,5,1,10013,646
6,ME,1,0,8,0
6,ME,1,1,3,1
6,ME,2,0,3,0
6,ME,2,1,2,2
6,ME,3,0,51,8
6,ME,3,1,94,3
6,ME,4,0,239,54
6,ME,4,1,415,22
6,ME,5,0,1197,249
6,ME,5,1,2940,205
6,MI,1,0,56,2
6,MI,1,1,46,16
6,MI,2,0,25,4
6,MI,2,1,27,8
6,MI,3,0,566,117
6,MI,3,1,882,75
6,MI,4,0,2241,423
6,MI,4,1,3514,137
6,MI,5,0,9701,1938
6,MI,5,1,20009,1064
6,MN,1,0,35,7
6,MN,1,1,17,7
6,MN,2,0,19,5
6,MN,2,1,9,2
6,MN,3,0,247,36
6,MN,3,1,314,18
6,MN,4,0,773,134
6,MN,4,1,1258,77
6,MN,5,0,3719,703
6,MN,5,1,9919,769
6,MO,1,0,52,4
6,MO,1,1,28,12
6,MO,2,0,18,2
6,MO,2,1,14,2
6,MO,3,0,440,57
6,MO,3,1,577,30
6,MO,4,0,1504,273
6,MO,4,1,2352,96
6,MO,5,0,5935,1256
6,MO,5,1,12574,756
6,MS,1,0,16,1
6,MS,1,1,21,5
6,MS,2,0,9,2
6,MS,2,1,15,1
6,MS,3,0,291,39
6,MS,3,1,556,12
6,MS,4,0,1076,210
6,MS,4,1,1521,36
6,MS,5,0,3713,834
6,MS,5,1,5918,234
6,MT,1,0,2,0
6,MT,1,1,2,1
6,MT,2,0,2,1
6,MT,2,1,1,0
6,MT,3,0,65,11
6,MT,3,1,90,4
6,MT,4,0,197,33
6,MT,4,1,334,16
6,MT,5,0,859,159
6,MT,5,1,2021,126
6,NC,1,0,77,2
6,NC,1,1,20,6
6,NC,2,0,29,4
6,NC,2,1,27,3
6,NC,3,0,721,121
6,NC,3,1,813,42
6,NC,4,0,2422,473
6,NC,4,1,3310,157
6,NC,5,0,8531,2067
6,NC,5,1,17966,1428
6,ND,1,0,2,1
6,ND,1,1,2,0
6,ND,2,0,1,0
6,ND,2,1,0,0
6,ND,3,0,61,6
6,ND,3,1,48,6
6,ND,4,0,213,42
6,ND,4,1,189,8
6,ND,5,0,938,194
6,ND,5,1,1276,101
6,NE,1,0,14,1
6,NE,1,1,5,3
6,NE,2,0,2,1
6,NE,2,1,10,0
6,NE,3,0,89,13
6,NE,3,1,123,11
6,NE,4,0,399,70
6,NE,4,1,548,19
6,NE,5,0,1785,391
6,NE,5,1,4034,271
6,NH,1,0,3,0
6,NH,1,1,2,0
6,NH,2,1,6,1
6,NH,3,0,59,7
6,NH,3,1,80,6
6,NH,4,0,189,44
6,NH,4,1,389,11
6,NH,5,0,1062,254
6,NH,5,1,2578,157
6,NJ,1,0,32,4
6,NJ,1,1,17,2
6,NJ,2,0,16,6
6,NJ,2,1,16,2
6,NJ,3,0,440,74
6,NJ,3,1,609,24
6,NJ,4,0,1682,245
6,NJ,4,1,2174,60
6,NJ,5,0,8636,1401
6,NJ,5,1,15417,685
6,NM,1,0,4,1
6,NM,1,1,7,3
6,NM,2,0,2,0
6,NM,2,1,3,2
6,NM,3,0,123,28
6,NM,3,1,167,25
6,NM,4,0,310,78
6,NM,4,1,672,45
6,NM,5,0,1309,364
6,NM,5,1,3779,261
6,NV,1,0,17,3
6,NV,1,1,14,3
6,NV,2,0,8,0
6,NV,2,1,10,0
6,NV,3,0,268,64
6,NV,3,1,292,16
6,NV,4,0,825,194
6,NV,4,1,974,36
6,NV,5,0,2772,708
6,NV,5,1,4467,145
6,NY,1,0,98,13
6,NY,1,1,50,7
6,NY,2,0,43,7
6,NY,2,1,42,6
6,NY,3,0,1185,244
6,NY,3,1,1370,60
6,NY,4,0,4292,805
6,NY,4,1,5068,175
6,NY,5,0,21472,4598
6,NY,5,1,33172,1620
6,OH,1,0,70,5
6,OH,1,1,30,5
6,OH,2,0,32,7
6,OH,2,1,31,5
6,OH,3,0,815,158
6,OH,3,1,1271,84
6,OH,4,0,2776,472
6,OH,4,1,4708,230
6,OH,5,0,10133,1914
6,OH,5,1,26705,1797
6,OK,1,0,26,0
6,OK,1,1,20,9
6,OK,2,0,6,1
6,OK,2,1,12,1
6,OK,3,0,308,55
6,OK,3,1,494,37
6,OK,4,0,1123,223
6,OK,4,1,1815,69
6,OK,5,0,4212,1058
6,OK,5,1,8191,435
6,OR,1,0,12,3
6,OR,1,1,5,0
6,OR,2,0,11,0
6,OR,2,1,9,0
6,OR,3,0,172,34
6,OR,3,1,231,10
6,OR,4,0,696,127
6,OR,4,1,1119,33
6,OR,5,0,2975,574
6,OR,5,1,8249,428
6,PA,1,0,74,4
6,PA,1,1,29,9
6,PA,2,0,33,5
6,PA,2,1,17,4
6,PA,3,0,769,120
6,PA,3,1,996,53
6,PA,4,0,2966,492
6,PA,4,1,4027,144
6,PA,5,0,13197,2555
6,PA,5,1,29183,1840
6,RI,1,0,5,0
6,RI,1,1,2,1
6,RI,2,0,5,0
6,RI,2,1,1,0
6,RI,3,0,64,10
6,RI,3,1,84,5
6,RI,4,0,194,38
6,RI,4,1,319,10
6,RI,5,0,868,157
6,RI,5,1,2664,188
6,SC,1,0,37,5
6,SC,1,1,17,5
6,SC,2,0,15,2
6,SC,2,1,11,0
6,SC,3,0,451,87
6,SC,3,1,674,37
6,SC,4,0,1354,250
6,SC,4,1,2070,91
6,SC,5,0,4514,956
6,SC,5,1,9429,535
6,SD,1,0,6,3
6,SD,1,1,0,0
6,SD,2,0,1,0
6,SD,2,1,2,1
6,SD,3,0,45,10
6,SD,3,1,67,8
6,SD,4,0,157,23
6,SD,4,1,240,6
6,SD,5,0,886,192
6,SD,5,1,1765,157
6,TN,1,0,46,4
6,TN,1,1,22,7
6,TN,2,0,30,6
6,TN,2,1,10,1
6,TN,3,0,690,130
6,TN,3,1,847,52
6,TN,4,0,2209,489
6,TN,4,1,2948,104
6,TN,5,0,7651,1789
6,TN,5,1,12797,835
6,TX,1,0,217,25
6,TX,1,1,59,17
6,TX,2,0,92,12
6,TX,2,1,43,6
6,TX,3,0,2069,352
6,TX,3,1,2101,131
6,TX,4,0,6222,1144
6,TX,4,1,7754,337
6,TX,5,0,20783,4493
6,TX,5,1,38585,2216
6,UT,1,0,29,2
6,UT,1,1,6,0
6,UT,2,0,5,0
6,UT,2,1,12,2
6,UT,3,0,160,32
6,UT,3,1,191,22
6,UT,4,0,361,82
6,UT,4,1,616,47
6,UT,5,0,1393,367
6,UT,5,1,4046,354
6,VA,1,0,57,10
6,VA,1,1,25,5
6,VA,2,0,14,0
6,VA,2,1,21,2
6,VA,3,0,395,58
6,VA,3,1,591,17
6,VA,4,0,1523,265
6,VA,4,1,2253,64
6,VA,5,0,6458,1266
6,VA,5,1,11894,680
6,VT,1,0,0,0
6,VT,1,1,1,0
6,VT,2,1,2,0
6,VT,3,0,18,4
6,VT,3,1,48,1
6,VT,4,0,110,22
6,VT,4,1,198,17
6,VT,5,0,561,109
6,VT,5,1,1440,118
6,WA,1,0,49,5
6,WA,1,1,14,5
6,WA,2,0,19,1
6,WA,2,1,6,1
6,WA,3,0,419,83
6,WA,3,1,462,44
6,WA,4,0,1363,275
6,WA,4,1,1678,74
6,WA,5,0,5611,1020
6,WA,5,1,11761,861
6,WI,1,0,31,2
6,WI,1,1,24,7
6,WI,2,0,15,2
6,WI,2,1,10,2
6,WI,3,0,242,36
6,WI,3,1,377,26
6,WI,4,0,960,183
6,WI,4,1,1578,72
6,WI,5,0,4632,884
6,WI,5,1,11242,758
6,WV,1,0,6,1
6,WV,1,1,1,0
6,WV,2,0,0,0
6,WV,2,1,2,0
6,WV,3,0,178,36
6,WV,3,1,211,14
6,WV,4,0,560,127
6,WV,4,1,882,29
6,WV,5,0,2264,571
6,WV,5,1,4288,268
6,WY,1,0,0,0
6,WY,1,1,1,1
6,WY,2,0,2,1
6,WY,2,1,1,1
6,WY,3,0,12,1
6,WY,3,1,62,5
6,WY,4,0,57,14
6,WY,4,1,181,8
6,WY,5,0,310,64
6,WY,5,1,981,70
7,AK,1,0,7,2
7,AK,1,1,3,2
7,AK,2,0,3,0
7,AK,2,1,4,1
7,AK,3,0,44,13
7,AK,3,1,82,6
7,AK,4,0,121,24
7,AK,4,1,202,3
7,AK,5,0,408,87
7,AK,5,1,608,30
7,AL,1,0,60,5
7,AL,1,1,9,1
7,AL,2,0,24,1
7,AL,2,1,7,0
7,AL,3,0,699,83
7,AL,3,1,440,18
7,AL,4,0,1989,258
7,AL,4,1,1684,28
7,AL,5,0,6294,1164
7,AL,5,1,8366,279
7,AR,1,0,20,2
7,AR,1,1,23,12
7,AR,2,0,9,0
7,AR,2,1,11,2
7,AR,3,0,233,42
7,AR,3,1,444,27
7,AR,4,0,768,165
7,AR,4,1,1560,38
7,AR,5,0,3181,789
7,AR,5,1,7248,421
7,AZ,1,0,35,5
7,AZ,1,1,23,5
7,AZ,2,0,20,1
7,AZ,2,1,11,2
7,AZ,3,0,381,66
7,AZ,3,1,548,26
7,AZ,4,0,1194,221
7,AZ,4,1,1943,92
7,AZ,5,0,4364,953
7,AZ,5,1,13403,689
7,CA,1,0,209,29
7,CA,1,1,91,27
7,CA,2,0,136,19
7,CA,2,1,88,15
7,CA,3,0,2573,446
7,CA,3,1,2778,147
7,CA,4,0,7786,1433
7,CA,4,1,10064,312
7,CA,5,0,32041,7843
7,CA,5,1,64883,3440
7,CO,1,0,43,5
7,CO,1,1,16,5
7,CO,2,0,12,0
7,CO,2,1,15,1
7,CO,3,0,272,46
7,CO,3,1,486,31
7,CO,4,0,773,133
7,CO,4,1,1565,88
7,CO,5,0,2710,538
7,CO,5,1,9423,677
7,CT,1,0,13,2
7,CT,1,1,4,1
7,CT,2,0,6,2
7,CT,2,1,6,0
7,CT,3,0,161,21
7,CT,3,1,197,1
7,CT,4,0,726,125
7,CT,4,1,905,23
7,CT,5,0,4096,830
7,CT,5,1,7439,475
7,DC,1,0,27,3
7,DC,1,1,4,0
7,DC,2,0,14,1
7,DC,2,1,4,0
7,DC,3,0,81,11
7,DC,3,1,54,1
7,DC,4,0,292,40
7,DC,4,1,205,2
7,DC,5,0,776,123
7,DC,5,1,792,23
7,DE,1,0,9,1
7,DE,1,1,3,2
7,DE,2,0,5,1
7,DE,2,1,2,0
7,DE,3,0,63,9
7,DE,3,1,81,4
7,DE,4,0,213,47
7,DE,4,1,291,13
7,DE,5,0,775,179
7,DE,5,1,1999,146
7,FL,1,0,129,15
7,FL,1,1,39,13
7,FL,2,0,62,12
7,FL,2,1,43,8
7,FL,3,0,1374,211
7,FL,3,1,1695,91
7,FL,4,0,4473,691
7,FL,4,1,6924,314
7,FL,5,0,19280,3473
7,FL,5,1,45086,2638
7,GA,1,0,70,4
7,GA,1,1,34,8
7,GA,2,0,30,4
7,GA,2,1,25,0
7,GA,3,0,815,104
7,GA,3,1,1239,53
7,GA,4,0,2346,336
7,GA,4,1,4114,111
7,GA,5,0,7060,1434
7,GA,5,1,17405,846
7,HI,1,0,9,0
7,HI,1,1,4,2
7,HI,2,0,4,1
7,HI,2,1,6,0
7,HI,3,0,85,12
7,HI,3,1,98,12
7,HI,4,0,299,58
7,HI,4,1,378,21
7,HI,5,0,1158,329
7,HI,5,1,2511,373
7,IA,1,0,16,4
7,IA,1,1,11,5
7,IA,2,0,5,1
7,IA,2,1,5,2
7,IA,3,0,151,19
7,IA,3,1,244,14
7,IA,4,0,550,102
7,IA,4,1,1045,63
7,IA,5,0,2897,614
7,IA,5,1,7632,704
7,ID,1,0,5,0
7,ID,1,1,3,0
7,ID,2,0,0,0
7,ID,2,1,3,0
7,ID,3,0,86,9
7,ID,3,1,107,3
7,ID,4,0,262,37
7,ID,4,1,456,20
7,ID,5,0,1103,231
7,ID,5,1,3339,229
7,IL,1,0,44,4
7,IL,1,1,27,10
7,IL,2,0,31,5
7,IL,2,1,24,6
7,IL,3,0,603,106
7,IL,3,1,859,55
7,IL,4,0,2202,416
7,IL,4,1,3556,122
7,IL,5,0,10912,2427
7,IL,5,1,21672,1408
7,IN,1,0,44,6
7,IN,1,1,17,4
7,IN,2,0,22,4
7,IN,2,1,22,6
7,IN,3,0,584,84
7,IN,3,1,744,34
7,IN,4,0,1774,269
7,IN,4,1,2524,112
7,IN,5,0,7086,1531
7,IN,5,1,14224,1000
7,KS,1,0,7,1
7,KS,1,1,10,2
7,KS,2,0,6,2
7,KS,2,1,8,1
7,KS,3,0,147,15
7,KS,3,1,228,11
7,KS,4,0,556,98
7,KS,4,1,923,39
7,KS,5,0,2475,558
7,KS,5,1,6036,520
7,KY,1,0,24,2
7,KY,1,1,11,6
7,KY,2,0,8,3
7,KY,2,1,7,2
7,KY,3,0,455,79
7,KY,3,1,604,18
7,KY,4,0,1501,302
7,KY,4,1,2174,81
7,KY,5,0,5526,1422
7,KY,5,1,8896,632
7,LA,1,0,38,10
7,LA,1,1,21,4
7,LA,2,0,11,1
7,LA,2,1,7,2
7,LA,3,0,410,70
7,LA,3,1,614,28
7,LA,4,0,1267,159
7,LA,4,1,2063,73
7,LA,5,0,4084,770
7,LA,5,1,8219,347
7,MA,1,0,32,3
7,MA,1,1,12,3
7,MA,2,0,20,4
7,MA,2,1,14,2
7,MA,3,0,376,66
7,MA,3,1,362,17
7,MA,4,0,1225,228
7,MA,4,1,1577,45
7,MA,5,0,6746,1613
7,MA,5,1,12767,1104
7,MD,1,0,22,4
7,MD,1,1,7,0
7,MD,2,0,12,2
7,MD,2,1,11,2
7,MD,3,0,286,69
7,MD,3,1,591,30
7,MD,4,0,1040,248
7,MD,4,1,1852,66
7,MD,5,0,4114,1132
7,MD,5,1,11048,717
7,ME,1,0,4,2
7,ME,1,1,2,1
7,ME,2,0,1,0
7,ME,2,1,2,0
7,ME,3,0,56,14
7,ME,3,1,79,5
7,ME,4,0,246,44
7,ME,4,1,459,16
7,ME,5,0,1264,299
7,ME,5,1,3153,227
7,MI,1,0,44,8
7,MI,1,1,27,8
7,MI,2,0,19,3
7,MI,2,1,27,1
7,MI,3,0,597,102
7,MI,3,1,907,57
7,MI,4,0,2272,381
7,MI,4,1,3740,139
7,MI,5,0,9694,2023
7,MI,5,1,21099,1088
7,MN,1,0,37,7
7,MN,1,1,18,3
7,MN,2,0,6,0
7,MN,2,1,8,5
7,MN,3,0,246,43
7,MN,3,1,367,29
7,MN,4,0,789,135
7,MN,4,1,1341,67
7,MN,5,0,3894,856
7,MN,5,1,10615,870
7,MO,1,0,52,4
7,MO,1,1,13,3
7,MO,2,0,25,5
7,MO,2,1,19,2
7,MO,3,0,462,70
7,MO,3,1,632,34
7,MO,4,0,1510,257
7,MO,4,1,2335,70
7,MO,5,0,6309,1466
7,MO,5,1,13348,881
7,MS,1,0,15,0
7,MS,1,1,11,2
7,MS,2,0,9,1
7,MS,2,1,17,1
7,MS,3,0,302,40
7,MS,3,1,514,20
7,MS,4,0,977,160
7,MS,4,1,1630,47
7,MS,5,0,3452,752
7,MS,5,1,6409,242
7,MT,1,0,2,0
7,MT,1,1,2,0
7,MT,2,0,2,0
7,MT,2,1,1,0
7,MT,3,0,55,12
7,MT,3,1,83,12
7,MT,4,0,189,30
7,MT,4,1,325,20
7,MT,5,0,952,174
7,MT,5,1,2287,210
7,NC,1,0,65,5
7,NC,1,1,20,4
7,NC,2,0,35,7
7,NC,2,1,21,2
7,NC,3,0,745,149
7,NC,3,1,873,56
7,NC,4,0,2431,477
7,NC,4,1,3452,143
7,NC,5,0,8877,2195
7,NC,5,1,18808,1514
7,ND,1,0,4,2
7,ND,1,1,1,0
7,ND,2,0,0,0
7,ND,2,1,5,0
7,ND,3,0,55,11
7,ND,3,1,58,8
7,ND,4,0,210,41
7,ND,4,1,186,10
7,ND,5,0,935,203
7,ND,5,1,1468,136
7,NE,1,0,19,0
7,NE,1,1,5,0
7,NE,2,0,4,2
7,NE,2,1,8,1
7,NE,3,0,98,16
7,NE,3,1,159,17
7,NE,4,0,408,69
7,NE,4,1,616,32
7,NE,5,0,1757,404
7,NE,5,1,4434,308
7,NH,1,0,2,1
7,NH,1,1,4,1
7,NH,2,0,2,1
7,NH,2,1,3,2
7,NH,3,0,44,7
7,NH,3,1,80,0
7,NH,4,0,242,41
7,NH,4,1,407,12
7,NH,5,0,1100,265
7,NH,5,1,2707,187
7,NJ,1,0,21,0
7,NJ,1,1,18,4
7,NJ,2,0,16,1
7,NJ,2,1,21,1
7,NJ,3,0,471,63
7,NJ,3,1,645,31
7,NJ,4,0,1744,243
7,NJ,4,1,2341,66
7,NJ,5,0,9131,1596
7,NJ,5,1,16471,834
7,NM,1,0,1,1
7,NM,1,1,2,0
7,NM,2,0,2,1
7,NM,2,1,3,0
7,NM,3,0,122,27
7,NM,3,1,172,25
7,NM,4,0,347,73
7,NM,4,1,636,46
7,NM,5,0,1283,329
7,NM,5,1,3782,261
7,NV,1,0,21,3
7,NV,1,1,10,3
7,NV,2,0,9,2
7,NV,2,1,6,2
7,NV,3,0,279,59
7,NV,3,1,264,12
7,NV,4,0,820,191
7,NV,4,1,926,37
7,NV,5,0,3139,695
7,NV,5,1,4462,162
7,NY,1,0,106,10
7,NY,1,1,53,12
7,NY,2,0,51,8
7,NY,2,1,33,5
7,NY,3,0,1180,203
7,NY,3,1,1374,71
7,NY,4,0,4335,695
7,NY,4,1,5153,168
7,NY,5,0,21725,4692
7,NY,5,1,34959,1810
7,OH,1,0,80,9
7,OH,1,1,41,11
7,OH,2,0,59,15
7,OH,2,1,34,4
7,OH,3,0,865,120
7,OH,3,1,1248,84
7,OH,4,0,2788,463
7,OH,4,1,4779,208
7,OH,5,0,10396,1990
7,OH,5,1,27885,1851
7,OK,1,0,27,2
7,OK,1,1,13,2
7,OK,2,0,11,1
7,OK,2,1,8,4
7,OK,3,0,312,67
7,OK,3,1,529,32
7,OK,4,0,1165,268
7,OK,4,1,1795,81
7,OK,5,0,4188,1067
7,OK,5,1,9059,497
7,OR,1,0,17,0
7,OR,1,1,6,1
7,OR,2,0,7,1
7,OR,2,1,6,1
7,OR,3,0,185,31
7,OR,3,1,273,18
7,OR,4,0,726,138
7,OR,4,1,1190,42
7,OR,5,0,3279,702
7,OR,5,1,8736,506
7,PA,1,0,62,4
7,PA,1,1,40,6
7,PA,2,0,35,5
7,PA,2,1,15,3
7,PA,3,0,758,122
7,PA,3,1,1048,50
7,PA,4,0,2744,441
7,PA,4,1,4277,147
7,PA,5,0,13564,2740
7,PA,5,1,30981,1998
7,RI,1,0,6,0
7,RI,1,1,2,0
7,RI,2,0,4,1
7,RI,2,1,3,0
7,RI,3,0,53,8
7,RI,3,1,81,3
7,RI,4,0,167,34
7,RI,4,1,321,13
7,RI,5,0,949,211
7,RI,5,1,2776,247
7,SC,1,0,41,5
7,SC,1,1,20,8
7,SC,2,0,9,2
7,SC,2,1,16,3
7,SC,3,0,397,65
7,SC,3,1,641,30
7,SC,4,0,1366,262
7,SC,4,1,2156,91
7,SC,5,0,4576,934
7,SC,5,1,9723,620
7,SD,1,0,3,1
7,SD,1,1,2,1
7,SD,2,0,0,0
7,SD,2,1,4,0
7,SD,3,0,50,12
7,SD,3,1,76,7
7,SD,4,0,170,37
7,SD,4,1,273,17
7,SD,5,0,940,197
7,SD,5,1,1874,194
7,TN,1,0,71,6
7,TN,1,1,30,5
7,TN,2,0,32,3
7,TN,2,1,18,5
7,TN,3,0,722,118
7,TN,3,1,914,41
7,TN,4,0,2223,405
7,TN,4,1,3120,100
7,TN,5,0,7808,1885
7,TN,5,1,13725,812
7,TX,1,0,256,27
7,TX,1,1,58,11
7,TX,2,0,103,15
7,TX,2,1,52,11
7,TX,3,0,2109,357
7,TX,3,1,2255,118
7,TX,4,0,6207,1073
7,TX,4,1,8047,351
7,TX,5,0,20873,4457
7,TX,5,1,40515,2380
7,UT,1,0,29,1
7,UT,1,1,6,1
7,UT,2,0,7,2
7,UT,2,1,8,0
7,UT,3,0,155,28
7,UT,3,1,215,18
7,UT,4,0,369,62
7,UT,4,1,654,44
7,UT,5,0,1292,294
7,UT,5,1,4172,313
7,VA,1,0,39,5
7,VA,1,1,14,5
7,VA,2,0,18,3
7,VA,2,1,14,3
7,VA,3,0,431,60
7,VA,3,1,640,24
7,VA,4,0,1550,249
7,VA,4,1,2268,57
7,VA,5,0,6677,1331
7,VA,5,1,12786,729
7,VT,1,0,4,3
7,VT,1,1,2,0
7,VT,2,0,1,0
7,VT,2,1,1,0
7,VT,3,0,18,2
7,VT,3,1,30,4
7,VT,4,0,76,15
7,VT,4,1,181,4
7,VT,5,0,548,100
7,VT,5,1,1543,121
7,WA,1,0,39,4
7,WA,1,1,20,11
7,WA,2,0,20,5
7,WA,2,1,8,1
7,WA,3,0,402,62
7,WA,3,1,480,32
7,WA,4,0,1424,280
7,WA,4,1,1783,86
7,WA,5,0,5928,1271
7,WA,5,1,12522,1032
7,WI,1,0,22,0
7,WI,1,1,21,7
7,WI,2,0,13,3
7,WI,2,1,8,0
7,WI,3,0,264,47
7,WI,3,1,372,22
7,WI,4,0,892,155
7,WI,4,1,1653,69
7,WI,5,0,4569,962
7,WI,5,1,11855,836
7,WV,1,0,5,0
7,WV,1,1,2,0
7,WV,2,0,3,0
7,WV,2,1,5,1
7,WV,3,0,130,19
7,WV,3,1,239,10
7,WV,4,0,590,129
7,WV,4,1,872,37
7,WV,5,0,2366,579
7,WV,5,1,4537,272
7,WY,1,0,0,0
7,WY,1,1,4,1
7,WY,2,1,0,0
7,WY,3,0,21,1
7,WY,3,1,54,5
7,WY,4,0,62,13
7,WY,4,1,197,9
7,WY,5,0,311,79
7,WY,5,1,984,73
